2026-05-31T15:46:33.399607616-0400,192.168.88.1,
2026-05-31T15:46:33.399608314-0400,192.168.88.1,
2026-05-31T15:46:34.389379262-0400,192.168.88.1,
2026-05-31T15:46:34.389379654-0400,192.168.88.1,
2026-05-31T15:46:34.482247490-0400,192.168.88.1,_hue._tcp.local
2026-05-31T15:46:34.482446672-0400,,_hue._tcp.local
2026-05-31T15:46:34.511661051-0400,192.168.88.1,_nanoleafapi._tcp.local
2026-05-31T15:46:34.511897242-0400,,_nanoleafapi._tcp.local
2026-05-31T15:46:34.559159284-0400,192.168.88.1,_wled._tcp.local
2026-05-31T15:46:34.559333437-0400,,_wled._tcp.local
2026-05-31T15:46:34.647692217-0400,192.168.88.1,_srgbmods-wlc._tcp.local
2026-05-31T15:46:34.647917732-0400,,_srgbmods-wlc._tcp.local
2026-05-31T15:46:34.678478555-0400,192.168.88.1,_aura._tcp.local
2026-05-31T15:46:34.678855009-0400,,_aura._tcp.local
2026-05-31T15:46:35.630631393-0400,192.168.88.1,
2026-05-31T15:46:37.568841625-0400,192.168.88.138,
2026-05-31T15:46:37.643895000-0400,,
2026-05-31T15:46:37.643907552-0400,,
2026-05-31T15:46:37.644041754-0400,212.138.170.134,
2026-05-31T15:46:39.632953798-0400,,
2026-05-31T15:46:40.135141052-0400,,
2026-05-31T15:46:40.414700072-0400,192.168.88.1,_spotify-connect._tcp.local
2026-05-31T15:46:40.414956952-0400,,_spotify-connect._tcp.local
2026-05-31T15:46:40.415177408-0400,,_spotify-connect._tcp.local
2026-05-31T15:46:40.415301406-0400,,_spotify-connect._tcp.local
2026-05-31T15:46:40.415530530-0400,,_spotify-connect._tcp.local
2026-05-31T15:46:40.415922021-0400,,_spotify-connect._tcp.local
2026-05-31T15:46:40.416338566-0400,,_spotify-connect._tcp.local
2026-05-31T15:46:41.112437949-0400,,
2026-05-31T15:46:41.190680494-0400,192.168.88.1,
2026-05-31T15:46:42.585145593-0400,,
2026-05-31T15:46:43.444291452-0400,,
2026-05-31T15:46:43.444413462-0400,,
2026-05-31T15:46:43.560686836-0400,,
2026-05-31T15:46:44.552862088-0400,,
2026-05-31T15:46:45.107342427-0400,192.168.88.1,
2026-05-31T15:46:46.086854360-0400,192.168.88.1,
2026-05-31T15:46:47.067109954-0400,192.168.88.1,
2026-05-31T15:46:48.502773342-0400,,
2026-05-31T15:46:48.894407361-0400,192.168.88.1,
2026-05-31T15:46:49.027654757-0400,192.168.88.1,
2026-05-31T15:46:49.444320933-0400,,
2026-05-31T15:46:50.422282268-0400,,
2026-05-31T15:46:51.463330793-0400,,
2026-05-31T15:46:52.391922930-0400,,
2026-05-31T15:46:53.368981914-0400,,
2026-05-31T15:46:55.889594046-0400,192.168.88.1,
2026-05-31T15:47:05.637050898-0400,192.168.88.1,
2026-05-31T15:47:10.472780784-0400,192.168.88.138,
2026-05-31T15:47:15.377854008-0400,192.168.88.1,
2026-05-31T15:47:15.699927313-0400,,
2026-05-31T15:47:15.700058994-0400,,
2026-05-31T15:47:18.179175083-0400,192.168.88.1,
2026-05-31T15:47:24.922801535-0400,192.168.88.1,
2026-05-31T15:47:24.922801935-0400,192.168.88.254,
2026-05-31T15:47:24.925920399-0400,,
2026-05-31T15:47:24.925920731-0400,192.168.88.1,
2026-05-31T15:47:24.926226936-0400,,
2026-05-31T15:47:24.937275898-0400,,
2026-05-31T15:47:24.937276084-0400,192.168.88.1,
2026-05-31T15:47:24.937879061-0400,,
2026-05-31T15:47:24.937879208-0400,192.168.88.1,
2026-05-31T15:47:24.937951135-0400,,
2026-05-31T15:47:24.938019745-0400,192.168.88.1,
2026-05-31T15:47:24.938793631-0400,,shosho
2026-05-31T15:47:24.938793767-0400,192.168.88.1,shosho
2026-05-31T15:47:25.043576041-0400,192.168.88.1,
2026-05-31T15:47:25.043576480-0400,,
2026-05-31T15:47:25.118396438-0400,192.168.88.1,
2026-05-31T15:47:25.347715960-0400,,shosho
2026-05-31T15:47:25.347716419-0400,192.168.88.1,shosho
2026-05-31T15:47:25.530648198-0400,,
2026-05-31T15:47:25.722874626-0400,192.168.88.138,
2026-05-31T15:47:25.794490347-0400,212.138.170.134,
2026-05-31T15:47:27.645016595-0400,,
2026-05-31T15:47:29.009288999-0400,,
2026-05-31T15:47:29.601046307-0400,,
2026-05-31T15:47:30.572995492-0400,,
2026-05-31T15:47:30.572995951-0400,,
2026-05-31T15:47:30.572996019-0400,,
2026-05-31T15:47:31.951352191-0400,,
2026-05-31T15:47:32.526992452-0400,,
2026-05-31T15:47:33.502667122-0400,,
2026-05-31T15:47:34.863858698-0400,192.168.88.1,_hue._tcp.local
2026-05-31T15:47:34.864060486-0400,,_hue._tcp.local
2026-05-31T15:47:34.893120893-0400,192.168.88.1,_nanoleafapi._tcp.local
2026-05-31T15:47:34.893364823-0400,,_nanoleafapi._tcp.local
2026-05-31T15:47:34.898126316-0400,,
2026-05-31T15:47:34.936401506-0400,192.168.88.1,_wled._tcp.local
2026-05-31T15:47:34.936613395-0400,,_wled._tcp.local
2026-05-31T15:47:35.027612986-0400,192.168.88.1,_srgbmods-wlc._tcp.local
2026-05-31T15:47:35.027817302-0400,,_srgbmods-wlc._tcp.local
2026-05-31T15:47:35.059595213-0400,192.168.88.1,_aura._tcp.local
2026-05-31T15:47:35.059773891-0400,,_aura._tcp.local
2026-05-31T15:47:35.443074686-0400,,
2026-05-31T15:47:36.003433253-0400,192.168.88.1,
2026-05-31T15:47:36.418509014-0400,,
2026-05-31T15:47:37.846197432-0400,,
2026-05-31T15:47:38.361709984-0400,,
2026-05-31T15:47:39.348825289-0400,,
2026-05-31T15:47:40.788109231-0400,,
2026-05-31T15:47:41.286303817-0400,,
2026-05-31T15:47:42.271416364-0400,,
2026-05-31T15:47:43.721626651-0400,,
2026-05-31T15:47:44.706242633-0400,,
2026-05-31T15:47:45.674553957-0400,,
2026-05-31T15:47:45.743167067-0400,192.168.88.1,
2026-05-31T15:47:45.743522329-0400,192.168.88.1,
2026-05-31T15:47:46.659511877-0400,,
2026-05-31T15:47:47.614580478-0400,,
2026-05-31T15:47:47.692688245-0400,192.168.88.1,
2026-05-31T15:47:48.552753881-0400,192.168.88.1,
2026-05-31T15:47:48.598006780-0400,,
2026-05-31T15:47:48.665655826-0400,192.168.88.1,
2026-05-31T15:47:55.487259143-0400,192.168.88.1,
2026-05-31T15:47:59.115767433-0400,192.168.88.138,
2026-05-31T15:47:59.184617885-0400,212.138.170.134,
2026-05-31T15:48:05.052466068-0400,,
2026-05-31T15:48:05.052666208-0400,,
2026-05-31T15:48:06.104585178-0400,192.168.88.1,
2026-05-31T15:48:15.882276689-0400,192.168.88.1,
2026-05-31T15:48:18.715861718-0400,192.168.88.1,
2026-05-31T15:48:25.660014453-0400,192.168.88.1,
2026-05-31T15:48:31.240764597-0400,192.168.88.1,
2026-05-31T15:48:31.240764872-0400,192.168.88.1,
2026-05-31T15:48:32.215124102-0400,192.168.88.138,
2026-05-31T15:48:32.228662719-0400,192.168.88.1,
2026-05-31T15:48:32.228663071-0400,192.168.88.1,
2026-05-31T15:48:33.215425278-0400,192.168.88.1,
2026-05-31T15:48:33.215425650-0400,192.168.88.1,
2026-05-31T15:48:34.205194131-0400,192.168.88.1,
2026-05-31T15:48:34.205194503-0400,192.168.88.1,
2026-05-31T15:48:34.297909319-0400,192.168.88.1,_hue._tcp.local
2026-05-31T15:48:34.298091343-0400,,_hue._tcp.local
2026-05-31T15:48:34.323966564-0400,192.168.88.1,_nanoleafapi._tcp.local
2026-05-31T15:48:34.324328242-0400,,_nanoleafapi._tcp.local
2026-05-31T15:48:34.373059517-0400,192.168.88.1,_wled._tcp.local
2026-05-31T15:48:34.373059880-0400,,_wled._tcp.local
2026-05-31T15:48:34.461394797-0400,192.168.88.1,_srgbmods-wlc._tcp.local
2026-05-31T15:48:34.461686574-0400,,_srgbmods-wlc._tcp.local
2026-05-31T15:48:34.493413506-0400,192.168.88.1,_aura._tcp.local
2026-05-31T15:48:34.493580511-0400,,_aura._tcp.local
2026-05-31T15:48:35.441257912-0400,192.168.88.1,
2026-05-31T15:48:37.308756256-0400,,
2026-05-31T15:48:37.308909970-0400,,
2026-05-31T15:48:39.561259909-0400,192.168.88.1,_spotify-connect._tcp.local
2026-05-31T15:48:39.561260311-0400,,_spotify-connect._tcp.local
2026-05-31T15:48:39.561364366-0400,,_spotify-connect._tcp.local
2026-05-31T15:48:39.561851551-0400,,_spotify-connect._tcp.local
2026-05-31T15:48:39.561851708-0400,,_spotify-connect._tcp.local
2026-05-31T15:48:39.561851767-0400,,_spotify-connect._tcp.local
2026-05-31T15:48:39.562575084-0400,,_spotify-connect._tcp.local
2026-05-31T15:48:40.337470647-0400,192.168.88.1,
2026-05-31T15:48:45.219148705-0400,192.168.88.1,
2026-05-31T15:48:46.195901294-0400,192.168.88.1,
2026-05-31T15:48:47.176408085-0400,192.168.88.1,
2026-05-31T15:48:47.465075857-0400,192.168.88.138,
2026-05-31T15:48:48.065956859-0400,192.168.88.1,
2026-05-31T15:48:48.153147591-0400,192.168.88.1,
2026-05-31T15:48:52.277709447-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:48:52.277951202-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:48:52.278299800-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:48:52.278501023-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:48:52.278930599-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:48:52.279152338-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:48:52.293350778-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:48:52.293550517-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:48:52.293967346-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:48:52.294039182-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:48:54.997337838-0400,192.168.88.1,
2026-05-31T15:49:04.802067644-0400,192.168.88.1,
2026-05-31T15:49:07.715122598-0400,192.168.88.138,
2026-05-31T15:49:07.779076359-0400,212.138.170.134,
2026-05-31T15:49:14.380273588-0400,,
2026-05-31T15:49:14.380391940-0400,,
2026-05-31T15:49:16.112686752-0400,192.168.88.1,
2026-05-31T15:49:19.021308109-0400,192.168.88.1,
2026-05-31T15:49:25.932051909-0400,192.168.88.1,
2026-05-31T15:49:30.288354075-0400,,
2026-05-31T15:49:31.676934006-0400,,
2026-05-31T15:49:32.242805437-0400,,
2026-05-31T15:49:33.222234250-0400,,
2026-05-31T15:49:34.606713948-0400,192.168.88.1,_hue._tcp.local
2026-05-31T15:49:34.606858926-0400,,_hue._tcp.local
2026-05-31T15:49:34.634796226-0400,192.168.88.1,_nanoleafapi._tcp.local
2026-05-31T15:49:34.634796432-0400,,_nanoleafapi._tcp.local
2026-05-31T15:49:34.680071579-0400,192.168.88.1,_wled._tcp.local
2026-05-31T15:49:34.680220787-0400,,_wled._tcp.local
2026-05-31T15:49:34.770995520-0400,192.168.88.1,_srgbmods-wlc._tcp.local
2026-05-31T15:49:34.771241413-0400,,_srgbmods-wlc._tcp.local
2026-05-31T15:49:34.805559685-0400,192.168.88.1,_aura._tcp.local
2026-05-31T15:49:34.805764606-0400,,_aura._tcp.local
2026-05-31T15:49:35.002569997-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:35.002570449-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:35.003575916-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:35.003748947-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:35.004309380-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:35.004400747-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:35.004934643-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:35.005129621-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:35.006052823-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:35.006215699-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:35.755640809-0400,192.168.88.1,
2026-05-31T15:49:39.071608053-0400,,
2026-05-31T15:49:39.607975647-0400,,
2026-05-31T15:49:40.595756495-0400,,
2026-05-31T15:49:40.878723652-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:40.878920185-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:40.879267938-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:40.879451823-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:40.880044790-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:40.880044938-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:40.895560822-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:40.895561048-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:40.895983141-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:40.896150917-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:41.453390387-0400,192.168.88.138,
2026-05-31T15:49:41.516849956-0400,212.138.170.134,
2026-05-31T15:49:42.616818106-0400,,
2026-05-31T15:49:43.148949220-0400,,
2026-05-31T15:49:44.130856858-0400,,
2026-05-31T15:49:46.165241247-0400,192.168.88.1,
2026-05-31T15:49:47.146472642-0400,192.168.88.1,
2026-05-31T15:49:47.226724105-0400,,
2026-05-31T15:49:47.226884561-0400,,
2026-05-31T15:49:47.361166484-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:47.361345187-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:47.361672385-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:47.361814914-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:47.362127805-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:47.362264911-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:47.378888575-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:47.379064322-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:47.379441545-0400,192.168.88.1,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:47.379613897-0400,,fe80::a332:8bbb:7497:5937._xboxda._tcp.local
2026-05-31T15:49:48.535261704-0400,,
2026-05-31T15:49:49.034939469-0400,,
2026-05-31T15:49:49.082235374-0400,192.168.88.1,
2026-05-31T15:49:49.110850878-0400,192.168.88.1,
2026-05-31T15:49:50.029235516-0400,,
2026-05-31T15:49:50.092565817-0400,192.168.88.1,
2026-05-31T15:49:51.496694759-0400,,
2026-05-31T15:49:52.473305477-0400,,
2026-05-31T15:49:53.462828739-0400,,
2026-05-31T15:49:55.985298772-0400,192.168.88.1,
2026-05-31T15:50:05.766826166-0400,192.168.88.1,
2026-05-31T15:50:14.293257302-0400,192.168.88.138,
2026-05-31T15:50:14.358440205-0400,212.138.170.134,
2026-05-31T15:50:16.209102244-0400,192.168.88.1,
2026-05-31T15:50:19.116291911-0400,192.168.88.1,
2026-05-31T15:50:25.950207556-0400,192.168.88.1,
2026-05-31T15:50:31.515987674-0400,192.168.88.1,
2026-05-31T15:50:31.515988221-0400,192.168.88.1,
2026-05-31T15:50:32.502506067-0400,192.168.88.1,
2026-05-31T15:50:32.502506408-0400,192.168.88.1,
2026-05-31T15:50:33.488174696-0400,192.168.88.1,
2026-05-31T15:50:33.488175125-0400,192.168.88.1,
2026-05-31T15:50:34.472757997-0400,192.168.88.1,
2026-05-31T15:50:34.472758349-0400,192.168.88.1,
2026-05-31T15:50:34.549004123-0400,192.168.88.1,_hue._tcp.local
2026-05-31T15:50:34.549254793-0400,,_hue._tcp.local
2026-05-31T15:50:34.576313475-0400,192.168.88.1,_nanoleafapi._tcp.local
2026-05-31T15:50:34.576501424-0400,,_nanoleafapi._tcp.local
2026-05-31T15:50:34.624966182-0400,192.168.88.1,_wled._tcp.local
2026-05-31T15:50:34.625137876-0400,,_wled._tcp.local
2026-05-31T15:50:34.712343996-0400,192.168.88.1,_srgbmods-wlc._tcp.local
2026-05-31T15:50:34.712564887-0400,,_srgbmods-wlc._tcp.local
2026-05-31T15:50:34.744427993-0400,192.168.88.1,_aura._tcp.local
2026-05-31T15:50:34.744615601-0400,,_aura._tcp.local
2026-05-31T15:50:35.687462199-0400,192.168.88.1,
2026-05-31T15:50:39.787137242-0400,192.168.88.1,_spotify-connect._tcp.local
2026-05-31T15:50:39.787557254-0400,,_spotify-connect._tcp.local
2026-05-31T15:50:39.787557459-0400,,_spotify-connect._tcp.local
2026-05-31T15:50:39.787785580-0400,,_spotify-connect._tcp.local
2026-05-31T15:50:39.788487833-0400,,_spotify-connect._tcp.local
2026-05-31T15:50:39.788487979-0400,,_spotify-connect._tcp.local
2026-05-31T15:50:39.788911607-0400,,_spotify-connect._tcp.local
2026-05-31T15:50:40.567588813-0400,192.168.88.1,
2026-05-31T15:50:45.425989543-0400,192.168.88.1,
2026-05-31T15:50:46.399120057-0400,192.168.88.1,
2026-05-31T15:50:47.248155437-0400,192.168.88.138,
2026-05-31T15:50:47.843460680-0400,,
2026-05-31T15:50:47.843461090-0400,192.168.88.1,
2026-05-31T15:50:47.847780191-0400,,
2026-05-31T15:50:47.847780338-0400,192.168.88.1,
2026-05-31T15:50:47.848446366-0400,,shosho
2026-05-31T15:50:47.848446552-0400,192.168.88.1,shosho
2026-05-31T15:50:48.252655792-0400,,shosho
2026-05-31T15:50:48.252656231-0400,192.168.88.1,shosho
2026-05-31T15:50:48.282698175-0400,192.168.88.1,
2026-05-31T15:50:48.282698711-0400,,
2026-05-31T15:50:48.343664593-0400,192.168.88.1,
2026-05-31T15:50:48.347559832-0400,192.168.88.1,
2026-05-31T15:50:48.661961447-0400,,
2026-05-31T15:50:48.661961867-0400,192.168.88.1,
2026-05-31T15:50:48.662043635-0400,,
2026-05-31T15:50:48.662043781-0400,192.168.88.1,
2026-05-31T15:50:48.662463642-0400,,shosho
2026-05-31T15:50:48.662463788-0400,192.168.88.1,shosho
2026-05-31T15:50:48.768042962-0400,192.168.88.1,
2026-05-31T15:50:48.768043421-0400,,
2026-05-31T15:50:49.072618388-0400,,shosho
2026-05-31T15:50:49.072618798-0400,192.168.88.1,shosho
2026-05-31T15:50:49.320960344-0400,192.168.88.1,
2026-05-31T15:50:52.443353608-0400,,
2026-05-31T15:50:52.443476216-0400,,
2026-05-31T15:50:55.164087504-0400,192.168.88.1,
2026-05-31T15:51:02.497687979-0400,192.168.88.138,
2026-05-31T15:51:02.558828892-0400,212.138.170.134,
2026-05-31T15:51:06.190811755-0400,192.168.88.1,
2026-05-31T15:51:16.004561371-0400,192.168.88.1,
2026-05-31T15:51:18.954704437-0400,192.168.88.1,
2026-05-31T15:51:25.820254935-0400,192.168.88.1,
2026-05-31T15:51:30.157655159-0400,,
2026-05-31T15:51:31.566329961-0400,,
2026-05-31T15:51:32.120912234-0400,,
2026-05-31T15:51:33.113865672-0400,,
2026-05-31T15:51:34.483950150-0400,192.168.88.1,_hue._tcp.local
2026-05-31T15:51:34.484133775-0400,,_hue._tcp.local
2026-05-31T15:51:34.512711219-0400,192.168.88.1,_nanoleafapi._tcp.local
2026-05-31T15:51:34.512884845-0400,,_nanoleafapi._tcp.local
2026-05-31T15:51:34.557551838-0400,192.168.88.1,_wled._tcp.local
2026-05-31T15:51:34.557551985-0400,,_wled._tcp.local
2026-05-31T15:51:34.649224108-0400,192.168.88.1,_srgbmods-wlc._tcp.local
2026-05-31T15:51:34.649224442-0400,,_srgbmods-wlc._tcp.local
2026-05-31T15:51:34.683204715-0400,192.168.88.1,_aura._tcp.local
2026-05-31T15:51:34.683204932-0400,,_aura._tcp.local
2026-05-31T15:51:35.632182777-0400,192.168.88.1,
2026-05-31T15:51:36.007338038-0400,192.168.88.138,
2026-05-31T15:51:36.104272568-0400,212.138.170.134,
2026-05-31T15:51:39.586424716-0400,,
2026-05-31T15:51:40.089699518-0400,,
2026-05-31T15:51:41.068873044-0400,,
2026-05-31T15:51:41.667900885-0400,,
2026-05-31T15:51:41.668007235-0400,,
2026-05-31T15:51:42.551852588-0400,,
2026-05-31T15:51:43.528069057-0400,,
2026-05-31T15:51:44.507997874-0400,,
2026-05-31T15:51:46.050732916-0400,192.168.88.1,
2026-05-31T15:51:47.031598673-0400,192.168.88.1,
2026-05-31T15:51:48.481648632-0400,,
2026-05-31T15:51:48.996039536-0400,192.168.88.1,
2026-05-31T15:51:49.015456308-0400,192.168.88.1,
2026-05-31T15:51:49.409257819-0400,,
2026-05-31T15:51:49.976021877-0400,192.168.88.1,
2026-05-31T15:51:50.392410292-0400,,
2026-05-31T15:51:51.452671797-0400,,
2026-05-31T15:51:52.354673594-0400,,
2026-05-31T15:51:53.346625475-0400,,
2026-05-31T15:51:55.864877975-0400,192.168.88.1,
2026-05-31T15:52:05.664508233-0400,192.168.88.1,
2026-05-31T15:52:08.862448137-0400,192.168.88.138,
2026-05-31T15:52:15.418056246-0400,192.168.88.1,
2026-05-31T15:52:18.376900633-0400,192.168.88.1,
2026-05-31T15:52:24.112687141-0400,192.168.88.138,
2026-05-31T15:52:25.172106106-0400,192.168.88.1,
2026-05-31T15:52:29.284061029-0400,,
2026-05-31T15:52:29.284182335-0400,,
2026-05-31T15:52:30.759332986-0400,192.168.88.1,
2026-05-31T15:52:30.759333387-0400,192.168.88.1,
2026-05-31T15:52:31.738873527-0400,192.168.88.1,
2026-05-31T15:52:31.738874006-0400,192.168.88.1,
2026-05-31T15:52:32.728207632-0400,192.168.88.1,
2026-05-31T15:52:32.728208062-0400,192.168.88.1,
2026-05-31T15:52:33.713843156-0400,192.168.88.1,
2026-05-31T15:52:33.713843596-0400,192.168.88.1,
2026-05-31T15:52:33.786005403-0400,192.168.88.1,_hue._tcp.local
2026-05-31T15:52:33.786204528-0400,,_hue._tcp.local
2026-05-31T15:52:33.813225674-0400,192.168.88.1,_nanoleafapi._tcp.local
2026-05-31T15:52:33.813439654-0400,,_nanoleafapi._tcp.local
2026-05-31T15:52:33.861711375-0400,192.168.88.1,_wled._tcp.local
2026-05-31T15:52:33.861914903-0400,,_wled._tcp.local
2026-05-31T15:52:33.951466024-0400,192.168.88.1,_srgbmods-wlc._tcp.local
2026-05-31T15:52:33.951705700-0400,,_srgbmods-wlc._tcp.local
2026-05-31T15:52:33.982966381-0400,192.168.88.1,_aura._tcp.local
